KALUMBURU MISSION, -14.3, 126.65
TROUGHTON ISLAND, -13.7541666667, 126.148611111
BROWSE ISLAND, -14.1088888889, 123.547222222
DUM IN MIRRIE AWS, -12.635, 130.3725
MANGO FARM, -13.7377777778, 130.683333333
PINE CREEK COUNCIL, -13.8166666667, 131.833333333
PIRLANGIMPI, -11.4022222222, 130.421388889
DARWIN AIRPORT, -12.4236111111, 130.892222222
CHANNEL POINT, -13.1672222222, 130.1225
POINT FAWCETT, -11.7627777778, 130.03
BATCHELOR AERO, -13.0544444444, 131.025277778
POINT STUART AWS, -12.2436111111, 131.878611111
DOUGLAS RIVER, -13.8344444444, 131.187222222
CAPE DON, -11.3080555556, 131.764722222
BRADSHAW, -14.9408333333, 130.809166667
TINDAL RAAF, -14.5227777778, 132.3825
KATHERINE COUNTRY CLUB, -14.4730555556, 132.261944444
BLACK POINT, -11.1538888889, 132.143055556
MCCLUER ISLAND, -11.0466666667, 132.978888889
JABIRU AIRPORT, -12.6594444444, 132.893888889
OENPELLI, -12.3166666667, 133.05
WARRUWI, -11.6502777778, 133.379722222
MILINGIMBI AWS, -12.0930555556, 134.891944444
MANINGRIDA, -12.05, 134.216666667
BULMAN AWS, -13.6713888889, 134.341388889
ELCHO ISLAND, -12.0333333333, 135.566666667
CAPE WESSEL, -11.0044444444, 136.758888889
NGUKURR, -14.7166666667, 134.716666667
ALYANGULA POLICE, -13.85, 136.416388889
GOVE AIRPORT, -12.2741666667, 136.82
NORTH EAST ISLAND, -13.645, 136.944444444
GROOTE EYLANDT AIRPORT AWS, -13.9747222222, 136.462777778
WEIPA AERO, -12.6777777778, 141.920555556
HORN ISLAND, -10.5844444444, 142.29
COCONUT ISLAND, -10.0511111111, 143.068333333
COEN AIRPORT, -13.7605555556, 143.118333333
LOCKHART RIVER AIRPORT, -12.785, 143.304722222
MUSGRAVE, -14.7833333333, 143.5
NORTHERN ENDEAVOUR, -10.6, 125.983333333
PORT KEATS AIRPORT, -14.2494444444, 129.528333333
MIDDLE POINT AWS, -12.605, 131.298888889
NGAYAWILI, -11.9972222222, 135.572222222
BORROLOOLA, -16.0755555556, 136.304166667
MANDORA, -19.7419444444, 120.843333333
CYGNET BAY, -16.4513888889, 123.008611111
BIDYADANGA, -18.6844444444, 121.780277778
BROOME AIRPORT, -17.9475, 122.235277778
CURTIN AERO, -17.5733333333, 123.821388889
FITZROY CROSSING AERO, -18.1813888889, 125.561666667
ROWLEY SHOALS, -17.52, 118.945
KURI BAY, -15.4833333333, 124.516666667
FITZROY CROSSING CADJEBUT, -18.7166666667, 125.983333333
ADELE ISLAND, -15.5113888889, 123.155555556
MOUNT ELIZABETH, -16.4180555556, 126.1025
HALLS CREEK AIRPORT, -18.2288888889, 127.663611111
WARMUN, -17.0152777778, 128.2175
WYNDHAM, -15.4872222222, 128.124722222
DOONGAN, -15.3797222222, 126.311388889
KUNUNURRA AERO, -15.7813888889, 128.709722222
ARGYLE AERODROME, -16.6380555556, 128.451388889
TIMBER CREEK, -15.6613888889, 130.480555556
DELAMERE WEAPONS RANGE, -15.7441666667, 131.918055556
WAVE HILL, -17.3869444444, 131.116666667
KIDMAN SPRINGS, -16.1166666667, 130.949722222
LAJAMANU, -18.3325, 130.635555556
VICTORIA RIVER DOWNS, -16.4027777778, 131.014444444
DALY WATERS AWS, -16.2636111111, 133.378333333
ELLIOTT, -17.5522222222, 133.540555556
LARRIMAH, -15.5747222222, 133.213611111
TENNANT CREEK AIRPORT, -19.6422222222, 134.183333333
MCARTHUR RIVER MINE, -16.4422222222, 136.076111111
BRUNETTE DOWNS, -18.6369444444, 135.945
CENTRE ISLAND, -15.7425, 136.819166667
CAMOOWEAL TOWNSHIP, -19.9225, 138.121388889
MORNINGTON ISLAND, -16.6636111111, 139.183611111
SWEERS ISLAND, -17.1141666667, 139.598055556
WOLLOGORANG, -17.2119444444, 137.946111111
BURKETOWN POST OFFICE, -17.75, 139.55
BURKETOWN AIRPORT, -17.7483333333, 139.535555556
NORMANTON AIRPORT, -17.6872222222, 141.073055556
KOWANYAMA AIRPORT, -15.4816666667, 141.748055556
CROYDON TOWNSHIP, -18.2044444444, 142.244444444
GEORGETOWN POST OFFICE, -18.3, 143.55
PALMERVILLE, -16.0008333333, 144.075555556
LOW ISLES LIGHTHOUSE, -16.3838888889, 145.559166667
CAIRNS AERO, -16.8733333333, 145.745555556
CAIRNS RACECOURSE, -16.9463888889, 145.747222222
HOLMES REEF, -16.4680555556, 147.873333333
FLINDERS REEF, -17.7191666667, 148.447777778
INNISFAIL, -17.5247222222, 146.034444444
CARDWELL MARINE PDE, -18.2552777778, 146.019722222
LIHOU REEF LIGHTHOUSE, -17.1330555556, 152.144722222
TOWNSVILLE AERO, -19.2483333333, 146.766111111
LUCINDA POINT, -18.5202777778, 146.385833333
LIHOU REEF, -17.1166666667, 152.0
MARION REEF, -19.0963888889, 152.389166667
WILLIS ISLAND, -16.2877777778, 149.965277778
BEDOUT ISLAND, -19.5886111111, 119.099444444
WEST ROEBUCK, -17.8963888889, 122.312222222
DERBY AERO, -17.3705555556, 123.661111111
WYNDHAM AERO, -15.51, 128.150277778
KIMBERLEY RES. STATION, -15.65, 128.716666667
COOKTOWN AIRPORT, -15.4461111111, 145.185833333
WALKAMIN RESEARCH STATION, -17.1347222222, 145.427777778
KAIRI RESEARCH STATION, -17.2163888889, 145.566666667
MAREEBA AIRPORT, -17.0669444444, 145.428055556
NORMAN REEF, -16.4261111111, 145.991388889
BOUGAINVILLE REEF, -15.4877777778, 147.118333333
GREEN ISLAND, -16.7666666667, 145.966666667
MOORE REEF, -16.8558333333, 146.231666667
INGHAM COMPOSITE, -18.6494444444, 146.176944444
SOUTH JOHNSTONE EXP STN, -17.6052777778, 145.996944444
WOOLSHED, -19.4166666667, 146.536388889
AYR DPI RESEARCH STN, -19.6169444444, 147.375833333
ALVA BEACH, -19.4566666667, 147.483333333
BOGRA, 24.85, 89.3666666667
JAMALPUR, 24.9333333333, 89.95
MYMENSINGH, 24.7166666667, 90.4333333333
SYLHET A.P., 24.9666666667, 91.8833333333
SYLHET, 24.9, 91.8833333333
RAJSHAHI, 24.3666666667, 88.7
SERAJGONJ, 24.45, 89.7
ISHWARDI, 24.1333333333, 89.05
TANGAIL, 24.25, 89.9333333333
SRIMANGAL, 24.3, 91.7333333333
JOYDEVPUR, 23.9833333333, 90.4166666667
KURMITOLA, DIA, 23.85, 90.4
DHAKA, 23.7666666667, 90.3833333333
CHUADANGA, 23.65, 88.8166666667
FARIDPUR, 23.6, 89.85
COMILLA, 23.4333333333, 91.1833333333
JESSORE, 23.1833333333, 89.1666666667
MADARIPUR, 23.1666666667, 90.1833333333
CHANDPUR, 23.2666666667, 90.7
FENI, 23.0333333333, 91.4166666667
SATKHIRA, 22.7166666667, 89.0833333333
KHULNA, 22.7833333333, 89.5333333333
BARISAL, 22.75, 90.3666666667
BHOLA, 22.6833333333, 90.65
MAIJDICOURT, 22.8666666667, 91.1
MONGLA, 22.6, 89.5
PATUAKHALI, 22.3333333333, 90.3333333333
HATIA, 22.4333333333, 91.1
SANDWIP, 22.4833333333, 91.4333333333
SITAKUNDU, 22.5833333333, 91.7
RANGAMATI, 22.5333333333, 92.2
KAPTAI, 22.4833333333, 92.2333333333
CHITTAGONG , 22.35, 91.8166666667
CHITTAGONG , 22.2666666667, 91.8166666667
KHEPUPARA, 21.9833333333, 90.2333333333
KUTUBDIA, 21.8166666667, 91.85
COXS BAZAR, 21.4333333333, 91.9333333333
TEKNAF, 20.8666666667, 92.3
BRUNEI AIRPORT, 4.93333333333, 114.933333333
KUALA BELAIT, 4.58333333333, 114.2
BATTAMBANG, 13.1, 103.2
SIEMREAP, 13.3666666667, 103.85
PURSAT, 12.55, 103.85
STUNG TRENG, 13.5166666667, 105.966666667
SEN MONOROM, 12.4166666667, 107.166666667
KOS KONG, 11.6166666667, 103.0
SIHANOUK VILLE, 10.6333333333, 103.483333333
KAMPOT, 10.6, 104.183333333
PHNOM-PENH , 11.6, 104.866666667
KOMPONG-CHAM, 12.0, 105.45
SVAY RIENG, 11.0833333333, 105.8
TENGCHONG, 24.9844444444, 98.5055555556
BAOSHAN, 25.1166666667, 99.1833333333
CHUXIONG, 25.0166666667, 101.516666667
KUNMING, 25.0166666667, 102.683333333
RUILI, 24.0, 97.85
LUXI, 24.5333333333, 103.766666667
GENGMA, 23.55, 99.4
LINCANG, 23.95, 100.216666667
LANCANG, 22.5666666667, 99.9333333333
JINGHONG, 22.0, 100.783333333
SIMAO, 22.7666666667, 100.983333333
YUANJIANG, 23.6, 101.983333333
MENGLA, 21.5, 101.583333333
JIANGCHENG, 22.6166666667, 101.816666667
MENGZI, 23.4444444444, 103.3275
TAOYUAN, 25.05, 121.216666667
TAIBEI, 25.0333333333, 121.516666667
GUANGNAN, 24.0666666667, 105.066666667
HECHI, 24.7, 108.033333333
LIUZHOU, 24.35, 109.4
MENGSHAN, 24.2, 110.516666667
LIANZHOU, 24.8, 112.366666667
SHAOGUAN, 24.6666666667, 113.6
FOGANG, 23.8833333333, 113.516666667
LIANPING, 24.3666666667, 114.483333333
XUNWU, 24.95, 115.65
MEI XIAN, 24.2833333333, 116.066666667
XIAMEN, 24.4833333333, 118.083333333
XINZHU, 24.8, 120.966666667
TAIZHONG, 24.15, 120.683333333
YILAN, 24.7666666667, 121.75
NAPO, 23.3, 105.95
BAISE, 23.9, 106.6
GUIPING, 23.4, 110.083333333
WUZHOU, 23.4833333333, 111.3
GAOYAO, 23.05, 112.466666667
QINGYUAN, 23.7, 113.083333333
GUANGZHOU, 23.2166666667, 113.483333333
HEYUAN, 23.8, 114.733333333
SHANTOU, 23.35, 116.666666667
MAGONG, 23.5166666667, 119.566666667
DONGJI, 23.2666666667, 119.666666667
ALI SHAN, 23.5166666667, 120.8
TAINAN, 23.0, 120.216666667
HUALIAN, 24.0166666667, 121.616666667
XINGANG, 23.1, 121.366666667
LONGZHOU, 22.3666666667, 106.75
NANNING, 22.6333333333, 108.216666667
XINYI, 22.35, 110.933333333
SHENZHEN, 22.55, 114.1
SHANWEI, 22.7833333333, 115.366666667
DONGGANG, 22.4666666667, 120.433333333
GAOXIONG, 22.6166666667, 120.266666667
DAWU, 22.35, 120.9
HENGCHUN, 22.0, 120.75
TAIDONG, 22.75, 121.15
LAN YU, 22.0333333333, 121.55
QINZHOU, 21.95, 108.616666667
BEIHAI, 21.4833333333, 109.1
ZHANJIANG, 21.15, 110.3
YANGJIANG, 21.8333333333, 111.966666667
SHANGCHUAN DAO, 21.7333333333, 112.766666667
HAIKOU, 20.0, 110.25
DONGSHA DAO, 20.6666666667, 116.716666667
DONGFANG, 19.1, 108.616666667
DANXIAN, 19.5166666667, 109.583333333
QIONGHAI, 19.2333333333, 110.466666667
SANYA, 18.2166666667, 109.583333333
XISHA DAO, 16.8330555556, 112.333333333
SANHU DAO, 16.5333333333, 111.616666667
YONGSHUJIAO, 9.53333333333, 112.883333333
NANSHA DAO, 10.3833333333, 114.366666667
OE-CUSSIE, -9.2, 124.366666667
DILLI/COMORO, -8.55, 126.566666667
COMORO, -8.55, 125.516666667
DILI/DILI AIRPORT, -8.56666666667, 125.566666667
VIQUEQUE, -8.86666666667, 126.366666667
BAU CAU, -8.5, 126.4
ROTUMA, -12.5, 177.05
LABASA, -16.4333333333, 179.416666667
LAMBASA AIRPORT, -16.4663888889, 179.35
NABOUWALU, -17.0, 178.7
YASAWA-I-RARA, -16.7, 177.583333333
SAVUSAVU, -16.8, 179.333333333
RAKIRAKI, -17.35, 178.216666667
VIWA, -17.1497222222, 176.9
LEVUKA, -17.6833333333, 178.833333333
LAUTOKA, -17.6, 177.45
NADI AIRPORT, -17.75, 177.45
SIGATOKA, -18.1497222222, 177.416666667
NAUSORI, -18.05, 178.566666667
SUVA, -18.1333333333, 178.433333333
LAUTHALA BAY, -18.1497222222, 178.45
VUNISEA, -19.05, 178.166666667
MATUKU, -19.1333333333, 179.75
KOWLOON, 22.3272222222, 114.168611111
HONG KONG OBSERVATORY, 22.3019444444, 114.174166667
HONG KONG INTERNATIONAL AIRPORT, 22.3094444444, 113.921944444
TAI MO SHAN, 22.4116666667, 114.123055556
TATES CAIRN, 22.3583333333, 114.218333333
PING CHAU, 22.5466666667, 114.428333333
TA KWU LING, 22.5286111111, 114.156666667
KAT O, 22.5363888889, 114.301944444
TAI MEI TUK, 22.4752777778, 114.2375
LAU FAU SHAN, 22.4688888889, 113.983611111
TAP MUN, 22.4713888889, 114.360555556
TAI PO, 22.4461111111, 114.178888889
TUEN MUN CHILDREN AND JUVENILE HOME, 22.3858333333, 113.964166667
SHA TIN, 22.4025, 114.21
SAI KUNG, 22.3755555556, 114.274444444
TSUENG KWAN O, 22.3158333333, 114.255555556
SHA LO WAN, 22.2911111111, 113.906944444
WONG CHUK HANG, 22.2477777778, 114.173611111
CHEUNG CHAU, 22.2011111111, 114.026666667
WAGLAN ISLAND, 22.1822222222, 114.303333333
MALDA, 25.0333333333, 88.1333333333
PANNA, 24.7166666667, 80.1666666667
SATNA, 24.5666666667, 80.8333333333
REWA, 24.5333333333, 81.3
SIDHI, 24.4166666667, 81.8666666667
DALTONGANJ, 24.05, 84.0666666667
DEHRI, 24.9166666667, 84.1833333333
GAYA, 24.75, 84.95
JAMUI, 24.9333333333, 86.3
DUMKA, 24.2666666667, 87.25
BERHAMPORE, 24.1333333333, 88.2666666667
KAILASHAHAR, 24.3166666667, 92.0
SILCHAR, 24.75, 92.8
IMPHAL/TULIHAL, 24.7666666667, 93.9
UMARIA, 23.5333333333, 80.8833333333
AMBIKAPUR, 23.1666666667, 83.25
HAZARIBAGH, 23.9833333333, 85.3666666667
M.O. RANCHI, 23.3166666667, 85.3166666667
DHANBAD, 23.7833333333, 86.4333333333
PURULIA, 23.3333333333, 86.4166666667
BANKURA, 23.3833333333, 87.0833333333
SHANTI NIKETAN, 23.65, 87.7
BURDWAN, 23.2166666667, 87.8833333333
KRISHNANAGAR, 23.4, 88.5166666667
BAGATI, 22.9833333333, 88.3666666667
MALANJKHAND, 22.0, 80.7
AGARTALA, 23.8833333333, 91.25
AIJAL, 23.7333333333, 92.75
MANDLA, 22.5833333333, 80.3666666667
PENDRA ROAD, 22.7666666667, 81.9
CHAMPA, 22.0333333333, 82.7
JASHPURNAGAR, 22.8833333333, 84.1333333333
SUNDARGARH, 22.1166666667, 84.0333333333
ROURKELA, 22.2166666667, 84.8833333333
CHAIBASA, 22.55, 85.8166666667
JAMSHEDPUR, 22.8166666667, 86.1833333333
JAMSHEDPUR, 22.8166666667, 86.1833333333
MIDNAPORE, 22.4166666667, 87.3166666667
ULUBERIA, 22.5, 87.95
KOLKATA/ALIPORE, 22.5333333333, 88.3333333333
KOLKATA/DUM DUM, 22.65, 88.45
DIAMOND HARBOUR, 22.1833333333, 88.2
CANNING, 22.25, 88.6666666667
GONDIA, 21.4666666667, 80.2
PBO RAIPUR, 21.2333333333, 81.65
DURG, 21.1833333333, 81.2833333333
SAMBALPUR, 21.4666666667, 83.9666666667
RAIGARH, 21.8833333333, 83.3833333333
JHARSIGUDA, 21.9166666667, 84.0833333333
KEONGJHARGARH, 21.6166666667, 85.5166666667
BARIPADA, 21.9333333333, 86.7666666667
BALASORE, 21.5166666667, 86.9333333333
CONTAI, 21.7833333333, 87.75
DIGHA, 21.6166666667, 87.5
SAGAR ISLAND, 21.65, 88.05
KANKER, 20.2666666667, 81.4833333333
TITLAGARH, 20.3, 83.3
BOLANGIR, 20.7, 83.5
PHULBANI, 20.4833333333, 84.2666666667
ANGUL, 20.8333333333, 85.1
CUTTACK, 20.4666666667, 85.9333333333
BHUBANESHWAR, 20.25, 85.8333333333
CHANDBALI, 20.7833333333, 86.7333333333
PARADIP , 20.3, 86.6833333333
SANDHEADS, 20.85, 88.25
JAGDALPUR, 19.0833333333, 82.0333333333
BHAWANIPATNA, 19.9166666667, 83.1833333333
GOPALPUR, 19.2666666667, 84.8833333333
PURI, 19.8, 85.8166666667
BAILADILA, 18.5833333333, 81.2333333333
KORAPUT, 18.8166666667, 82.7166666667
KALINGAPATAM, 18.3333333333, 84.1333333333
BHADRACHALAM, 17.6666666667, 80.8833333333
KHAMMAM, 17.25, 80.15
TUNI, 17.35, 82.55
VISHAKHAPATNAM, 17.7163888889, 83.3
VISHAKHAPATNAM/WALTAIR, 17.6833333333, 83.3
VIJAYAWADA, 16.5166666667, 80.6166666667
VIJAYAWADA /GANNAVARAM, 16.5333333333, 80.8
NANDIGAMA, 16.7833333333, 80.2833333333
NIDADAVOLE, 16.8330555556, 81.5833333333
MACHILIPATNAM/FRANCHPET, 16.2, 81.15
NARSAPUR, 16.4333333333, 81.7
KAKINADA, 16.95, 82.2333333333
BAPATLA, 15.9, 80.4666666667
NUMGAMBAKKAM, 13.0666666667, 80.2
CHENNAI/MINAMBAKKAM, 13.0, 80.1833333333
MAYA BANDAR, 12.9166666667, 92.9166666667
LONG ISLAND, 12.4166666667, 92.9333333333
PORT BLAIR, 11.6666666667, 92.7166666667
HUT BAY, 10.5833333333, 92.55
CAR NICOBAR, 9.16666666667, 92.8333333333
CAR NICOBAR, 9.15, 92.8166666667
NANCOWRY, 7.98333333333, 93.5333333333
KONDUL, 7.21666666667, 93.7333333333
SERANG, -6.11666666667, 106.133333333
CURUG/BUDIARTO, -6.23333333333, 106.65
JAKARTA/TANJUNG PRIOK, -6.1, 106.866666667
JAKARTA/OBSERVATORY, -6.18333333333, 106.833333333
JAKARTA/SOEKARNO-HATTA, -6.11666666667, 106.65
BOGOR/CITEKO, -6.7, 106.933333333
BANDUNG/HUSEIN, -6.9, 107.583333333
CIREBON/JATIWANGI, -6.75, 108.266666667
TEGAL, -6.85, 109.15
CILACAP, -7.73333333333, 109.016666667
SEMARANG, -6.96666666667, 110.416666667
SEMARANG/AHMAD YANI, -6.98333333333, 110.383333333
SANGKAPURA , -5.85, 112.633333333
SURABAYA/PERAK I, -7.21666666667, 112.716666667
JUANDA SURABAYA, -7.37694444444, 112.793888889
SURABAYA/PERAK II, -7.21666666667, 112.716666667
KALIANGET , -7.05, 113.966666667
BANYUWANGI, -8.21666666667, 114.383333333
LONG BAWAN/JUVAI SEMARING, 3.73333333333, 115.683333333
TARAKAN/JUWATA, 3.33333333333, 117.566666667
TANJUNG SELOR/TANJUNG HARAPAN, 2.85, 117.333333333
TANJUNG REDEP/KALIMARAU, 2.11666666667, 117.45
PALOH, 1.76666666667, 109.3
NANGAPINOH, -0.35, 111.783333333
SINTANG, 0.116666666667, 111.533333333
PUTUSSIBAU/PAGSUMA, 0.883333333333, 112.933333333
PONTIANAK/SUPADIO, -0.15, 109.4
MUARA TEWEH/BERINGIN, -0.95, 114.9
SAMARINDA/TEMINDUNG, -0.616666666667, 117.15
KETAPANG/RAHADI USMAN, -1.85, 109.966666667
BALIKPAPAN/SEPINGGAN, -1.26666666667, 116.9
PANGKALAN BUN/ISKANDAR, -2.7, 111.7
PALANGKA RAYA/TJILIK RIWUT, -2.225, 113.942777778
BANJARMASIN/SYAMSUDIN NOOR, -3.43333333333, 114.75
KOTA BARU/STAGEN, -3.4, 116.216666667
GALELA/GAMAR MALAMU, 1.81666666667, 127.833333333
TERNATE/BABULLAH, 0.766666666667, 127.366666667
LABUHA/OESMAN SADIK, -0.633333333333, 127.5
DEO SORONG, -0.893888888889, 131.285833333
MANOKWARI/RENDANI, -0.883333333333, 134.05
BIAK/FRANS KAISIEPO, -1.18333333333, 136.116666667
SERUI/SUJARWO CONDRO NEGORO, -1.86666666667, 136.233055556
SARMI/MARARENA, -1.83333333333, 138.716666667
SANANA, -2.08333333333, 126.0
FAK-FAK/TOREA, -2.88333333333, 132.25
NABIRE, -3.33333333333, 135.5
WAMENA, -4.06666666667, 138.949722222
JAYAPURA/SENTANI, -2.56666666667, 140.483055556
JAYAPURA/DOK II, -2.36666666667, 140.716666667
NAMLEA, -3.23333333333, 127.083333333
AMAHAI, -3.35, 128.883333333
AMBON/PATTIMURA, -3.7, 128.083333333
GESER, -3.8, 130.833333333
KAIMANA/UTAROM, -3.66666666667, 133.75
ENAROTALI, -3.91666666667, 136.366666667
TIMIKA, -5.0, 137.449722222
TUAL/DUMATUBUN, -5.68333333333, 132.75
TANAH MERAH, -6.1, 140.3
SAUMLAKI/OLILIT, -7.98333333333, 131.3
MERAUKE/MOPAH, -8.46666666667, 140.383333333
DENPASAR/NGURAH RAI, -8.75, 115.166666667
PRAYA LOMBOK, -8.56055555556, 116.093888889
SUMBAWA BESAR/BRANGBIJI, -8.43333333333, 117.416666667
BIMA/M.SALAHUDDIN, -8.55, 118.7
RUTENG/SATAR TACIK, -8.63333333333, 120.45
MAUMERE/WAI OTI, -8.63333333333, 122.25
LARANTUKA/GEWAYANTANA, -8.26666666667, 122.966666667
ALOR/MALI KALAHAHI, -8.21666666667, 124.566666667
WAINGAPU/MAU HAU, -9.66666666667, 120.333333333
KUPANG/ELTARI, -10.1666666667, 123.666666667
ROTE/LEKUNIK BAA, -10.7333333333, 123.066666667
SABU/TARDAMU, -10.5, 121.833333333
NAHA/TAHUNA, 3.58333333333, 125.466666667
MENADO/ SAM RATULANGI, 1.53333333333, 124.916666667
BITUNG, 1.43333333333, 125.183333333
TOLI-TOLI/LALOS, 1.01666666667, 120.8
GORONTALO/JALALUDDIN, 0.516666666667, 123.066666667
PALU/MUTIARA, -0.683333333333, 119.733333333
LUWUK/BUBUNG, -0.9, 122.783333333
POSO/KASIGUNCU, -1.38333333333, 120.733333333
MAJENE, -2.5, 119.0
MASAMBA/ANDI JEMMA, -2.55, 120.366666667
KOLAKA/POMALA, -4.3, 121.533333333
KENDARI/WOLTER MONGINSIDI, -4.09972222222, 122.433333333
UJUNG PANDANG/HASANUDDIN, -5.06666666667, 119.55
UJANG PANDANG/PAOTERE, -5.06666666667, 119.55
BAU-BAU/BETO AMBARI, -5.46666666667, 122.616666667
SABANG/CUT BAU, 5.86666666667, 95.3166666667
LHOKSEUMAWE/MALIKUSSALEH, 5.18333333333, 97.1333333333
BANDA ACEH/BLANG BINTANG, 5.51666666667, 95.4166666667
MEULABOH/CUT NYAK DHIEN, 4.25, 96.1166666667
MEDAN/BELAWAN, 3.8, 98.7
KUALANAMU MEDAN, 3.64027777778, 98.8783333333
SIBOLGA/PINANGSORI, 1.55, 98.8833333333
GUNUNG SITOLI/BINAKA, 1.26666666667, 97.6
BATAM/HANG NADIM, 1.11666666667, 104.116666667
TANJUNG PINANG/KIJANG, 0.916666666667, 104.533333333
PEKAN BARU/SIMPANGTIGA, 0.466666666667, 101.45
TAREMPA, 3.2, 106.25
RANAI, 3.95, 108.383333333
MIA PADANG, -0.788333333333, 100.280833333
RENGAT/JAPURA, -0.333333333333, 102.316666667
SINGKEP/DABO, -0.483333333333, 104.583333333
JAMBI/SULTAN TAHA, -1.63333333333, 103.65
KERINCI/DEPATI PARBO, -2.76666666667, 101.366666667
PALEMBANG/ST. M. BADARUDIN II, -2.9, 104.7
PANGKAL PINANG, -2.16638888889, 106.133333333
TANJUNG PANDAN/BULUH TUMBANG, -2.75, 107.75
BENGKULU/PADANG KEMILING, -3.88333333333, 102.333333333
TANJUNG KARANG/RADIN INTEN II, -5.1, 105.183333333
YONAGUNI AIRPORT, 24.4666666667, 122.983333333
